40.70536767	-73.99605274	46
40.748273	-73.988127	46
40.73039709	-74.01152372	46
40.7137136	-73.9726387	46
40.70536767	-73.99605274	46
40.70536767	-73.99605274	46
40.85121557	-73.95206451	46
40.7137136	-73.9726387	46
40.70536767	-73.99605274	46
40.71356548	-73.97236347	46
40.72049379	-74.01607275	46
40.70731962	-73.99073124	46
40.7521174	-74.00869131	46
40.7137136	-73.9726387	46
40.84675195	-73.92794609	46
40.85121557	-73.95206451	46
40.721296	-73.968092	46
40.76042322	-74.01025772	46
40.76042322	-74.01025772	46
40.70536767	-73.99605274	46
40.721296	-73.968092	46
40.721296	-73.968092	46
40.7137136	-73.9726387	46
40.84675195	-73.92794609	46
40.85121557	-73.95206451	46
40.849994	-73.948591	46
40.7522454	-74.0094906	46
40.71356548	-73.97236347	46
40.84675195	-73.92794609	46
40.7137136	-73.9726387	46
40.85121557	-73.95206451	46
40.85121557	-73.95206451	46
40.70744975	-73.99081707	46
40.73347023	-74.01128769	46
40.721296	-73.968092	46
40.70744975	-73.99081707	46
40.84675195	-73.92794609	46
40.85121557	-73.95206451	46
40.85121557	-73.95206451	46
40.70536767	-73.99605274	46
40.84675195	-73.92794609	46
40.85121557	-73.95206451	46
41.887427	-87.67765604	2501
41.97727092	-87.90440083	2501
41.8869434	-87.62373447	2501
41.9042365	-87.6331912	2501
41.89387	-87.625222	2501
41.97727092	-87.90440083	2501
41.978723	-87.910798	2501
41.978723	-87.910798	2501
41.892476	-87.640961	2501
41.888505	-87.63175	2501
41.88586414	-87.62453022	2501
41.88586414	-87.62453022	2501
41.9474	-87.6541	2501
41.87930715	-87.63965607	2501
41.8831304	-87.6491419	2501
41.97727092	-87.90440083	2501
41.7887871	-87.6049204	2501
41.947304	-87.656447	2501
41.87860419	-87.63939857	2501
41.9799109	-87.90663242	2501
41.988317	-87.75143473	2501
41.865779	-87.629973	2501
41.890951	-87.634099	2501
41.88572933	-87.63156652	2501
41.89719818	-87.61892796	2501
41.857099	-87.625101	2501
41.857099	-87.625101	2501
41.9042365	-87.6331912	2501
41.9536248	-87.72949	2501
41.949279	-87.6463448	2501
41.97727092	-87.90440083	2501
41.883528	-87.655916	2501
41.87464188	-87.62103081	2501
41.87464188	-87.62103081	2501
41.92522	-87.688543	2501
41.8958296	-87.673353	2501
41.8693882	-87.6598838	2501
41.9000221	-87.6236588	2501
41.9091833	-87.652756	2501
41.856764	-87.674735	2501
41.8813813	-87.6741469	2501
41.87464188	-87.62103081	2501
